id,url,platforma,tytul,cena,zrodlo_aktualizacja,marka,model,wersja,generacja,rocznik,przebieg,paliwo,pojemnosc,moc,nadwozie,kolor,skrzynia,naped,kraj,zarejestrowany,nr_rejestracyjny,data_dodania,ostatnia_aktualizacja,first_seen,last_seen,is_active,miasto,wojewodztwo,typ_sprzedawcy,liczba_zdjec,liczba_opcji,wyposazenie,opis,kategoria
31987,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-50c11-ID6H070w.html,otomoto,iveco Daily,17000,2026-01-17 18:19:00,Iveco,DAILY 50C11,,,2000,304000,Diesel,2800,110,Skrzynia,Granatowy,Manualna,,Niemcy,Tak,,2026-01-21 14:13:33,2026-01-21 14:13:36,2026-01-21 14:13:33,2026-01-21 14:13:36,1,Opole,Opolskie,Prywatny,10.0,6.0,"Wspomaganie kierownicy, Poduszka powietrzna pasażera, Poduszka powietrzna kierowcy, ESP (stabilizacja toru jazdy), Immobilizer, ABS","Witam, sprzedam samochód dostawczy IVECO DAILY 50C11 z silnikiem 2.8 o mocy 110 KM Samochód solidnej konstrukcji (model 50-tka / nie 35-tka). Wymiary skrzyni pozwalają przewozić materiały dużych rozmiarów. Długość ok. 4,8m, szerokość 2,1m. Burty aluminiowe o wysokości 30 cm. Wszystkie sprawnie się otwierają i zamykają - zawiasy i zamknięcia nie wyrobione. Opony w mojej ocenie jeszcze posłużą na nie jeden sezon. Masa własna 2440 KG Ładowność 1060 KG DMC 3500 kg Kabina z 3 siedzeniami. Koła 16 cali Samochód taki jak na zdjęciach (nie pielęgnowany specjalnie pod sprzedaż). Na samochód wystawiam fakturę Vat. Cena do rozsądnych negocjacji na miejscu. Po więcej informacji zapraszam do kontaktu telefonicznego pod numerem: Zapraszam",dostawcze
31986,https://autoplac.pl/oferta/hyundai/ix35/1-7-2014r-lift--ledy-navi-kamera-grzane-fotele--AGAyyad0f1tq,autoplac,Hyundai ix35 1.7 Lift ! Ledy Navi Kamera Grzane fotele !!,39999,2026-01-20,Iveco,Daily,,,2014,199999,Diesel,1685,116,Kombi,Czarny,Manualna,Napęd na przednią oś,,,,2026-01-21 14:13:33,2026-01-21 14:13:33,2026-01-21 14:13:33,2026-01-21 14:13:33,1,,,Prywatny,0.0,1.0,Kamera,"HYUNDAI ix35 z 2014 roku, wersja 1.7 CRDi Comfort 2WD. Auto w bardzo dobrym stanie, zadbane, idealne na rodzinne wyjazdy i codzienną jazdę. Sprowadzony, nieużytkowany w kraju. Polecam!",dostawcze
31985,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-35c14-dluga-skrzynia-aluminiowa-nowa-4-20-dl-ID6HPLZV.html,otomoto,iveco Daily,86800,2026-01-17 18:29:00,Iveco,"Daily 35C14 Długa Skrzynia Aluminiowa Nowa 4,20 dł.",,,2019,191000,Diesel,2287,140,Skrzynia,Biały,Manualna,,Francja,,,2026-01-21 14:13:31,2026-01-21 14:13:33,2026-01-21 14:13:31,2026-01-21 14:13:33,1,Tarnów,Małopolskie,Dealer,16.0,15.0,"ABS, ASR (kontrola trakcji), Bluetooth, CD, Centralny zamek, Elektryczne szyby, ESP (stabilizacja toru jazdy), Immobilizer, Klimatyzacja manualna, Komputer pokładowy, Poduszka powietrzna kierowcy, Radio fabryczne, Wielofunkcyjna kierownica, Tempomat, Wspomaganie kierownicy","Samochód świeżo sprowadzony z nową zabudowa typu skrzynia o wymiarach wewnętrznych 4,20 dł. 2,10 szer. oraz dzielone burty z wyciąganym słupkiem o wysokości 0,40, dwa kluczyki, potwierdzony przebieg, tył na bliźniaku, stan bardzo dobry, cena netto: 86800 zł.",dostawcze
31984,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-35s-17-chlodnia-mroznia-3-0-hpi-super-stan-bez-korozji-z-wloch-ID6HOCGD.html,otomoto,iveco Daily,39500,2026-01-17 18:57:43,Iveco,Daily 35s-17 Chłodnia/Mrożnia  3.0 HPI ! Super Stan ! Bez Korozji  ! Z Włoch  !,,,2012,295000,Diesel,3000,170,Chłodnia/izoterma,Błękitny,Manualna,,Włochy,,,2026-01-21 14:13:29,2026-01-21 14:13:31,2026-01-21 14:13:29,2026-01-21 14:13:31,1,Nowy Sącz,Małopolskie,Dealer,6.0,10.0,"ABS, ASR (kontrola trakcji), Centralny zamek, Elektryczne szyby, ESP (stabilizacja toru jazdy), Immobilizer, Klimatyzacja automatyczna, Klimatyzacja manualna, Komputer pokładowy, Wspomaganie kierownicy",Samochód sprowadzony z Włoch więcej informacji pod numerem telefonu lub cena netto eksport,dostawcze
31983,https://www.otomoto.pl/dostawcze/oferta/iveco-iveco-35c13-brygadowka-bagaznik-dachowy-regaly-ID6Hsae5.html,otomoto,iveco Daily,59900,2026-01-17 19:03:05,Iveco,IVECO 35C13 BRYGADÓWKA BAGAZNIK DACHOWY REGAŁY,,,2016,284000,Diesel,2300,130,Furgon (blaszak),Biały,Manualna,,Francja,,,2026-01-21 14:13:26,2026-01-21 14:13:29,2026-01-21 14:13:26,2026-01-21 14:13:29,1,Bujak,Mazowieckie,Dealer,26.0,16.0,"ABS, Alarm, ASR (kontrola trakcji), CD, Centralny zamek, Elektryczne szyby, Radio fabryczne, Wielofunkcyjna kierownica, Hak/Zaczep, Tempomat, Wspomaganie kierownicy, Bluetooth, Immobilizer, Komputer pokładowy, Poduszka powietrzna kierowcy, Przesuwane drzwi","WIECEJ ZDJEC NA OTOMOTO POSIADAM DO SPRZEDANIA IVECO AUTO SPROWADZONE Z ZAGRANICY WERSJA BRUGADOWKA ORYGINALNA 2.3 130 KM SKRZYNIA 6 BIEGOWA AUTO ABSOLUTNIE CAŁE W ORYGINALE NIC NIE MALOWANE !!!!! PRZEBIEG 10000% ORYGINALNY WYSTAWIAM FAKTURĘ VAT MARZA CENA BRUTTO AUTO ŚWIEŻO SPROWADZONE I JUŻ PRZYGOTOWANE DO REJESTRACJI . KUPUJĄCY ZWOLNIONY Z OPŁATY SKARBOWEJ . ( KOSZT REJESTRACJI 256 ZŁ - OPŁATA REJESTRACYJNA ) AUTO W WYPOSAŻENIU POSIADA: - ABS -AIRBAG -FOTELKIEROWCY PNEUMATYCZNY -ELEKTRYCZNE LUSTERKA -HALOGENY -ELEKTRYCZNE SZYBY -CENTRALNY ZAMEK - WSPOMAGANIE KIEROWNICY - ORYGINALNE RADIO - REGULACJA KIEROWNICY - REGULACJA ŚWIATEŁ Autko jest świeżo sprowadzone i jest już przygotowane do rejestracji . Auto bezwypadkowe . Silnik i zawieszenie pracuje wzorowo , zero wycieków. Auto ma przebieg , który w tej chwili wynosi 285.000 kilometrów ( udokumentowanY) . Auto wyposażone jest w jednostkę napędową o pojemności 2.3 o mocy 130 km . Auto zarejestrowane jest jako dostawcze ( DMC 3500 kg , kat . B ) do przewozu 5 OSOB . Ładowność tego auta wynosi 800kg.NA HAKU 3500KG AUTO JEST W 100% BEZWYPADKOWE -AUTO ABSOLUTNIE BEZWYPADKOWE Na auto wystawiam fakturę VAT MARZA CENA BRUTTO kupujący zwolniony z opłaty skarbowej . Zapraszam do obejrzenia i na jazdę próbną . POLECAM ... LOKALIZACJA : BUJAK 33 AUTO GODNE UWAGI !!! WIĘCEJ INFO.",dostawcze
31982,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-35c21-firanka-5-0m-10-europalet-klimatronic-210-000km-super-stan-ID6HEfe2.html,otomoto,iveco Daily,76900,2026-01-17 19:05:55,Iveco,DAILY 35C21 FIRANKA 5.0M 10 EUROPALET KLIMATRONIC 210.000KM SUPER STAN,,,2014,210000,Diesel,3000,210,Plandeka,Czarny,Manualna,,Dania,Tak,,2026-01-21 14:13:23,2026-01-21 14:13:26,2026-01-21 14:13:23,2026-01-21 14:13:26,1,Bujak,Mazowieckie,Dealer,20.0,17.0,"ABS, CD, Centralny zamek, Elektryczne szyby, Immobilizer, Wspomaganie kierownicy, ASR (kontrola trakcji), Bluetooth, Komputer pokładowy, Poduszka powietrzna kierowcy, Radio fabryczne, Wielofunkcyjna kierownica, Klimatyzacja automatyczna, Tempomat, DVD, Ogrzewanie postojowe, Nawigacja GPS","POSIADAM DO SPRZEDANIA IVECO AUTO SPROWADZONE Z ZAGRANICY KONTENER 4.20 3.0 HPI 210KM SKRZYNIA BIEGÓW MANUALNA KONTENER rozstaw osi 4.10 RAMA BEZ KOROZJI KABINA CAŁA W ORYGINALE WIECEJ ZDJEC NA OTOMOTO OKOLO 40 ZDJEC rok produkcji 2014 PRZEBIEG 210.000 WPISANY NA FAKTURZE WYSTAWIAM FAKTURĘ VAT MARZA CENA BRUTTO AUTO ŚWIEŻO SPROWADZONE I JUŻ PRZYGOTOWANE DO REJESTRACJI . KUPUJĄCY ZWOLNIONY Z OPŁATY SKARBOWEJ . ( KOSZT REJESTRACJI 170 ZŁ - OPŁATA REJESTRACYJNA ) AUTO W WYPOSAŻENIU POSIADA: - ABS -WEBASTO -NAWIGACJA -PODGRZEWANE FOTELE -KLIMATRONIK -TEMPOMAT -FOTELKIEROWCY PNEUMATYCZNY -ELEKTRYCZNE LUSTERKA -ELEKTRYCZNE SZYBY -CENTRALNY ZAMEK -AIRBAG - WSPOMAGANIE KIEROWNICY - ORYGINALNE RADIO - REGULACJA KIEROWNICY - REGULACJA ŚWIATEŁ Autko jest świeżo sprowadzone i jest już przygotowane do rejestracji . Auto bezwypadkowe . Silnik i zawieszenie pracuje wzorowo , zero wycieków. Auto ma przebieg , który w tej chwili wynosi 210.000 kilometrów ( udokumentowanY) . Auto wyposażone jest w jednostkę napędową o pojemności 3.0 HPI o mocy 210 km . Auto zarejestrowane jest jako dostawcze ( DMC 3500 kg , kat . B ) do przewozu 3 OSOB . Ładowność tego auta wynosi 1000 kg. AUTO JEST W 100% BEZWYPADKOWE -AUTO ABSOLUTNIE BEZWYPADKOWE Na auto wystawiam fakturę VAT MARZA CENA BRUTTO kupujący zwolniony z opłaty skarbowej . Zapraszam do obejrzenia i na jazdę próbną . POLECAM ... LOKALIZACJA :BUJAK 33 AUTO GODNE UWAGI !!! WIĘCEJ INFO.",dostawcze
31981,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-35s16-ID6HRAiT.html,otomoto,iveco Daily,49900,2026-01-17 19:23:29,Iveco,DAILY 35S16,,,2018,196000,Diesel,2287,160,Do zabudowy,Biały,Automatyczna,,Szwecja,,,2026-01-21 14:13:20,2026-01-21 14:13:23,2026-01-21 14:13:20,2026-01-21 14:13:23,1,Miedziana Góra,Świętokrzyskie,Prywatny,29.0,18.0,"ABS, Alarm, ASR (kontrola trakcji), Bluetooth, CD, Centralny zamek, Elektryczne szyby, ESP (stabilizacja toru jazdy), Immobilizer, Klimatyzacja automatyczna, Komputer pokładowy, Poduszka powietrzna kierowcy, Ogrzewanie postojowe, Poduszka powietrzna pasażera, Radio fabryczne, Tempomat, Wielofunkcyjna kierownica, Wspomaganie kierownicy","Pełna galeria zdjęć w serwisie Otomoto Sprzedam świeżo sprowadzone ze Szwecji Iveco Daily 35s16 z automatyczną skrzynią biegów Hi-Matic. Silnik 2.3 160 KM Euro 6 bez Adblue. . Przygotowany do rejestracji koszt rej. tylko 160zł. Sprzedaż na podstawie Faktury Vat-marża (kupujący zwolniony z opłaty skarbowej 2%). Po zakupie możliwość powrotu autem na kołach. Rok produkcji 2018, data pierwszej rejestracji 20.06.2018r. Rozstaw osi 3.75 m Iveco w 100% bezwypadkowe z oryginalnym udokumentowanym przebiegiem tylko 196 000 km. W celu weryfikacji udostępniam numer Vin: ZCFC135B705231852 Wyposażenie: -klimatyzacja sprawna -oryginalne radio -kierownica wielofunkcyjna -tempomat -ABS -ESP -komputer pokładowy -centralny zamek z pilota -automatyczna skrzynia biegów Hi-matic -el.szyby i lusterka -halogeny -światła do jazdy dziennej -doświetlanie zakrętów -podgrzewany fotel kierowcy i wiele więcej... Stan techniczny i wizualny bardzo dobry, polecam i zapraszam na jazdę próbna. Więcej informacji pod numerem tel Auto do obejrzenia przy ul. Zagórska 1, 26-085 Miedziana Góra woj. świętokrzyskie. Możliwość wykupienia gwarancji na każde zakupione u nas auto na okres jednego roku z możliwością przedłużenia. Możliwość finansowania pomagamy w zakresie kredytu lub leasingu. Możliwość dostarczenia auta pod dom. Cena 49.900 do uzgodnienia Pełna oferta na stronie dudzic-auta.pl Kontakt pod numerem tel.",dostawcze
31980,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-ID6HN8ed.html,otomoto,iveco Daily,95900,2026-01-17 19:26:00,Iveco,DAILY,,,2018,190000,Diesel,3000,180,Wywrotka,Biały,Automatyczna,,,Tak,,2026-01-21 14:13:18,2026-01-21 14:13:20,2026-01-21 14:13:18,2026-01-21 14:13:20,1,Kłodzko,Dolnośląskie,Prywatny,16.0,15.0,"ABS, ASR (kontrola trakcji), Centralny zamek, Elektryczne szyby, ESP (stabilizacja toru jazdy), Klimatyzacja automatyczna, Komputer pokładowy, Hak/Zaczep, Immobilizer, Poduszka powietrzna kierowcy, Poduszka powietrzna pasażera, Wielofunkcyjna kierownica, Radio fabryczne, Tempomat, Wspomaganie kierownicy","IVECO DAILY 3,0 180PS WYWROTKA ***IVECO Z NAJLEPSZYM SILNIKIEM 3,0 180 PS*** *** Rok Produkcji : .2018 *** MOŻLIWY KREDYT / LEASING!! IVECO BARDZO ZADBANE - OD NOWOŚCI 1 WŁAŚCICIEL, UDOKUMENTOWANY PRZEBIEG - 190 TYS.KM WYPOSAŻENIE: Klimatyzacja Blokada mostu Hak 3.5t Multimedialne radio ze sterowaniem w kierownicy, Fotel kierowcy pneumatyczny Zestaw głośnomówiący, ESP, ABS, ASR, *Elektryczne i podgrzewane lusterka, *Centralny zamek, *Komputer pokładowy, *Elektryczne szyby, *AIR BAG kierowcy oraz pasażera, TEMPOMAT *8 biegowa skrzynia biegów - działa perfekcyjnie, *Wspomaganie kierownicy, CENA: 95 900 ZŁ.(MOŻLIWY LEASING KREDYT) wystawiam fakture vat 23% MOŻLIWOŚĆ SPRZEDAŻY POPRZEZ DOWOLNĄ FORMĘ FINANSOWANIA KREDYT/LEASING DOKUMENTY PRZYGOTOWANE DO REJESTRACJI DMC 3500 KG - PRAWO JAZDY KAT. ""B"" IVECO DO JAZDY - SILNIK, SKRZYNIA BIEGÓW PRACUJĄ PERFEKCYJNIE. TAPICERKA ZADBANA I CZYSTA BEZ ŻADNYCH PLAM I ZABRUDZEŃ. WIĘCEJ INFORMACJI POD NUMER TELEFONU: TEL.: Wyświetl numer IVECO DO OBEJRZENIA W KŁODZKU WOJ. DOLNOŚLĄSKIE 80 KM OD WROCŁAWIA",dostawcze
31979,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-3-0-hpi-35c15-145-km-maxi-jumbo-blizniaki-klimatyzacja-l4-h2-paka-4-60-m-ID6HPMb2.html,otomoto,iveco Daily,30800,2026-01-17 20:07:00,Iveco,"DAILY 3 ,0 HPI -35C15 - 145 KM, MAXI -JUMBO ,BLIZNIAKI ,KLIMATYZACJA , L4-H2 , PAKA 4,60 M.",,,2012,325000,Diesel,2996,145,Furgon (blaszak),Biały,Manualna,,Belgia,Tak,,2026-01-21 14:13:16,2026-01-21 14:13:18,2026-01-21 14:13:16,2026-01-21 14:13:18,1,Poznań,Wielkopolskie,Dealer,19.0,13.0,"ABS, ASR (kontrola trakcji), CD, Centralny zamek, Elektryczne szyby, Hak/Zaczep, Immobilizer, Klimatyzacja manualna, Komputer pokładowy, Poduszka powietrzna kierowcy, Przesuwane drzwi, Radio fabryczne, Wspomaganie kierownicy","POSIADAM NA SPRZEDAŻ ZADBANE IVECO DAILY MAXI MODEL 35C15 3,0 HPI D MOCY SILNIKA 145 KONI NADWOZIE NA KOŁACH BLIZNIACZYCH NA KATEGORIE PRAWOJAZDY B JEST FABRYCZNIE DO 3,5 TONY JEST TO WERSJA L4 H2 MAX PRZEDŁUŻONA I PODWYŻSZONA LONG Z PAKĄ DŁUGĄ NA PODŁODZE 4,60 M. SPROWADZONY BYŁ DO POLSKI Z BELGII I ZAREJESTROWANY NA MNIE W POLSCE. WYSTAWIAM VAT -MARŻE . AUTO MA WAŻNY PRZEGLĄD DO GRUDNIA 2026 ROKU I WAŻNE UBEZPIECZENIE OC. IVECO W PEŁNI SPRAWNE TECHNICZNIE I NIC NIE WYMAGA ŻADNEJ NAPRAWY. SILNIK TO CHODZI BARDZO ŁADNIE- RÓWNO I CICHO NIE PRZYDYMIA. PALI NA TZW. STRZAŁA ORYGINALNY PRZEBIEG AUTA TO 325,000 KILOMETRÓW - UDOKUMENTOWANY . STAN SILNIKA JEST IDEALNY. PODZESPOŁY TYLNY MOST NAPĘD WAŁ CZY ZAWIESZENIE TO WSZYSTKO JEST W PEŁNI SPRAWNE I SĄ CICHE. PODCZAS JAZDY NIC NE SZUMI I NIC NIE HAŁASUJE, PRZEBIEG AUTA WPISZĘ NA FAKTURZE MARZY NA ŻYCZENIE KUPUJĄCEGO BEZ ŻADNEGO KŁOPOTU. CELEM WERYFIKACJI HISTORII AUTA I JEGO PRZEBIEGU PODAJĘ JEGO DANE. SILNIK 3,0 HPI MOC 145 KM NUMER NADWOZIA VIN ZCFC35A730D468758 PRZEBIEG ORYGINALNY 325.000 KILOMETRÓW PIERWSZA REJESTRACJA 05 CZERWIEC 2012 ROK. DMC POJAZDU 3,500 KG MODEL L4 H2 TAK ZWANY MAXI-JUMBO PAKA 460CM HAK KOLOR BIAŁY AKRYL FABRYCZNIE. ŁADOWNOŚĆ - 1500 KG BADANIE TECHNICZNE WAŻNE DO GRUDZIEŃ 2026 ROK KLIMATYZACJA AUTO -KLIMATRONIK TAPICERKA I WNĘTRZE CZYSTE I PACHNĄCE . BRAK PRZYPALEN CZY PRZEARĆ TAPICERKI. ZEWNĘTRZNIE PREZENTUJE SIĘ BARDZO ŁADNIE. MA 1 WGNIOTEK -RYSKĘ NA LAKIERZE. AUTO NIE JEST POOBIJANE -JEST PROSTE I MA LINIĘ . WYGLĄDA BARDZO ŁADNIE. BLACHARKA JEST ZDROWA JAK DZWON -ZERO ŚLADÓW KOROZJI. WYSTAWIAM FAKTURĘ VAT MARZĘ -KUPUJĄC JEST ZWOLNIONY PODATKU OD WZBOGACENIA DO URZEDU SKARBOWEGO 2% A PRZEREJESTROWANIE AUTA NA SIEBIE TO KOSZT 120 ZŁOTYCH. TRANSAKCJĘ DOKONUJEMY U MNIE W DOMU PRYWATNYM PRZY KAWIE CZY HERBACIE . W MIŁEJ ATMOSFERZE. GOTÓWKA LUB PRZELEW JAK KTO WOLI I SOBIE ŻYCZY. AUTO JEST BARDZO ZADBANE I ŁADNE - PAKA CZYSTA I ZADBANA -KABINA NIE PONISZCZONA. STAN OGÓLNY AUTA OKREŚLAM NA BARDZO DOBRY A OGLADAŁAM DUŻO AUT DOSTAWCZYCH. NIE JEST TO AUTO WYJECHANE CZY ZAMORTYZOWANE. JEDZIE SIĘ NIM BARDZO DOBRZE NIC NIE STUKA. SKRZYNIA BIEGÓW , NAPĘDY ,HAMULCE ,UKŁAD WSPOMAGANIA ,SPRZEGŁO TO WSZYSTKO JEST OK. WIADOMO ŻE NOWY TEŻ NIE JEST ALE JEST GODNY UWAGI I ZADBANY. PRZYJEDZ I SAM SIĘ PRZEKONAJ CO DO STANU TECHNICZNEGO I WIZUALNEGO. JESLI WIDZISZ OGŁOSZENIE TO ZNACZY ŻE AUTO JEST AKTUALNE DO SPRZEDAŻY ! CENA DO NEGOCJACJI PO OGLĘDZINACH AUTA I JEZDZIE PRÓBNEJ. POZDRAWIAM I ZAPRASZAM DO SIEBIE NA JAZDĘ PRÓBNĄ",dostawcze
31978,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-50c18-3-0-180km-chlodnia-mroznia-29-29carrierzasilanie-230vsalon-polskanavi-kameraperfekcyjne-ID6HPMaX.html,otomoto,iveco Daily,109000,2026-01-17 20:09:00,Iveco,"DAILY 50C18 3.0 180KM ❗❗ Chlodnia/Mroznia -29/+29*CARRIER*Zasilanie 230V*Salon Polska*Navi,Kamera**Perfekcyjne!!!",,,2020,270000,Diesel,3000,180,Chłodnia/izoterma,Biały,Manualna,,Polska,Tak,,2026-01-21 14:13:14,2026-01-21 14:13:16,2026-01-21 14:13:14,2026-01-21 14:13:16,1,Kielce,Świętokrzyskie,Prywatny,36.0,16.0,"ABS, Alarm, ASR (kontrola trakcji), Bluetooth, CB radio, CD, Centralny zamek, Elektryczne szyby, Immobilizer, Klimatyzacja automatyczna, Komputer pokładowy, Poduszka powietrzna kierowcy, Poduszka powietrzna pasażera, Tempomat, Wielofunkcyjna kierownica, Wspomaganie kierownicy","★ IVECO DAILY 50C18 CHLODNIA/ MROZNIA/ZASILANIE ZEWNETRZNE ★ 3.0 180 KM MANUALNA6-CIO STOPNIOWA SKRZYNIA BIEGÓW ★ ZABUDOWA IZOTERMA CHLODNIA/MROZNIA 8EP ❗❗ AUTO JAK NOWE ❗❗ Sprzedam IVECO DAILY w perfekcyjnym stanie. Samochód zakupiony w polskim salonie na przelomie 2020/2021 roku (MODEL 2021) i użytkowany przez jednego kierowce. Auto eksploatowane głownie na autostradach dzieki czemu wyglada jak NOWE !!! INERWAŁY OLEJOWE ODBYWAŁY SIE SREDNIO CO 20 TYS KM !!! Bezwypadkowy i bezkolizyjny w idealnym stanie zarówno wizualnym jak i technicznym. Silnik tego auta to sprawdzona jednostka 3.0 180 KM, która charakteryzuje się wysoką dynamiką oraz niskim zużyciem paliwa. Rama oraz reszta podzespołów jak nowa, zero korozji. Wnętrze auta utrzymane w pedantycznym stanie. Auto w pełni sprawne nie wymagajace żadnego wkładu finansowego. Pojazd wyposazony w zabudowe izotermiczna IGLOOCAR (GRUBE SCIANY 8 CM !!! PODLOGA ANTYPOSLIZGOWA) AGREGAT CHLODNICZY CARRIER XARIOS 350 / ZAKRES TEMPERATUR OD -29 do plus 29 (chlodzi i grzeje). ZASILANIE ZEWNETRZNE!!! Osobom oglądającym na olx polecam otworzyć ogłoszenie w serwisie otomoto, gdyż znajdą Państwo więcej zdjęć oraz informacji o aucie. WYPOSAŻENIE: ● KAMERA COFANIA ● NAWIGACJA ● ABS ● PODWOJNE TYLNE KOŁA ● ASR ● KLIMATYZACJA AUTOMATYCZNA ● KOMPUTER POKŁADOWY Z WYŚWIETLACZEM ● PODUSZKA POWIETRZNA ● HALOGENY ● RADAR ● ASYSTEN WJAZDU POD WZNIESIENIE ● DOSWIETLANIE ZAKTRETÓW ● REGULOWANA KOLUMNA KIEROWNICZA ● KIEROWNICA SKÓRZANA ● WIELOFUNKYCJNA KIEROWNICA ● TEMPOMAT ● FOTEL PNEUMATYCZNY ● PODŁOKIETNIK ● FOTEL REGULOWANY W TRZECH PŁASZCZYZNACH ● ŁAWKA PASAŻERSKA Z WBUDOWANYM STOLIKIEM ● WSPOMAGANIE KIEROWNICY CITY ● KOŁA BLIŹNIACZE ● ELEKTRYCZNE SZYBY ● ELEKTRYCZNE LUSTERKA ●PODGRZEWANE LUSTERKA ● CENTRALNY ZAMEK STEROWANY Z PILOTA ● FABRYCZNE RADIO Z MP3 ● BLUETOOTH ● WIELOFUNKCYJNA KIEROWNICA MOŻLIWOŚĆ KREDYTU lub LEASINGU ✅️ załatwiamy formalności kredytowo leasingowe ✅️procedury uproszczone 0% pierwszej wpłaty ✅️oraz na nowo otwarte firmy FAKTURA VAT 23% GORACO POLECAM ZE WZGLĘDU NA BARDZO DOBRY STAN ORAZ WYJATKOWO BOGATE WYPOSAŻENIE.",dostawcze
31977,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-ID6HPMcw.html,otomoto,iveco Daily,36500,2026-01-17 20:26:00,Iveco,Daily,,,2010,234000,Diesel,2300,126,Do zabudowy,Biały,Manualna,,,Tak,,2026-01-21 14:13:12,2026-01-21 14:13:14,2026-01-21 14:13:12,2026-01-21 14:13:14,1,Narol,Podkarpackie,Prywatny,29.0,9.0,"Alarm, Centralny zamek, Elektryczne szyby, Immobilizer, Klimatyzacja automatyczna, Klimatyzacja manualna, Komputer pokładowy, Poduszka powietrzna kierowcy, Poduszka powietrzna pasażera","Iveco Daily z 2010 roku, przebieg 235 000 km. Samochód wyposażony w silnik 2.3 Diesel połączony z 5-biegową skrzynią manualną. Auto w pełni sprawne technicznie — silnik suchy, bez wycieków.Elektryka w pełni sprawna, działające szyby oraz klimatyzacja. Rozstaw osi 4,2 m. Winda załadunkowa sprawna, zarejestrowana w UDT. Sprzedaję ją cenie auta — rama do zabudowy. VAT-2 wbity w dowód rejestracyjny. Samochód zarejestrowany w kraju, posiada ważne badanie techniczne oraz obowiązkowe ubezpieczenie OC. Na pojazd wystawiam fakturę VAT marża. Cena do rozsądnej negocjacji. Więcej informacji udzielę w wiadomości prywatnej lub pod numerem telefonu: _/7_/3_/0_/8_/0_/6_/4_/8_/3_. Posiadam również więcej zdjęć auta — chętnie prześlę zainteresowanym.",dostawcze
31976,https://www.otomoto.pl/dostawcze/oferta/iveco-iveco-daily-35-s18-hi-matic-10-palet-ID6HOCZg.html,otomoto,iveco Daily,99900,2026-01-17 20:59:46,Iveco,IVECO DAILY 35 S18 HI-MATIC 10 palet,,,2021,317000,Diesel,3000,180,Plandeka,Szary,Automatyczna,,Polska,Tak,,2026-01-21 14:13:10,2026-01-21 14:13:12,2026-01-21 14:13:10,2026-01-21 14:13:12,1,Oleśnica,Dolnośląskie,Prywatny,16.0,17.0,"ABS, ASR (kontrola trakcji), Bluetooth, CB radio, CD, Centralny zamek, Elektryczne szyby, ESP (stabilizacja toru jazdy), Immobilizer, Klimatyzacja automatyczna, Komputer pokładowy, Poduszka powietrzna kierowcy, Poduszka powietrzna pasażera, Radio fabryczne, Tempomat, Wielofunkcyjna kierownica, Wspomaganie kierownicy","IVECO DAILY 35-180 3.0 HI-MATIC 180KM 5.0M FULL LED Salon Polska 10 PALET Rok Produkcji: 2021 Auto w 100% bezwypadkowe - można sprawdzić nr Vin w celu weryfikacji historii auta Iveco pochodzi z Polskiego Salonu od 1 właściciela Wymiary wewnętrzne skrzyni ładunkowej Dł 510cm Szer 230cm Wys 235cm Iveco godne polecenia WYPOSAŻENIE: -wspomaganie kierownicy -centralny zamek -Klimatyzacja -automatyczna skrzynia biegów marca-Duże radio -elektryczne szyby -elektryczne lusterka -podgrzewane lusterka -3-osobowy -komputer -tempomat - ABS - ASR - radio CD, CB -klimatyzacja automatyczna -centralny zamek -halogeny -kierownica skórzana -fotel pneumatyczny -bluetooth -wielofunkcyjna kierownica Auto w rewelacyjnym stanie technicznym i wizualnym Silnik dynamiczny - pracuje bez zarzutów Wszystko działa w 100% Auto wyjątkowo zadbane Samochód 100% Bezwypadkowy Oryginalny lakier Emisja spalin EURO 6 Przegląd do 29 marca 2026 Pojazd nie wymaga żadnego wkładu finansowego 10 palet samochód jest bardzo wytrzymały na ładunki, dodatkowe poduszki pneumatyczne POLECAM! MOŻLIWOŚĆ KREDYTU LUB LEASINGU - możemy pomóc przy załatwianiu WYSTAWIAM FAKTURĘ VAT 23% / WIĘCEJ SZCZEGÓŁÓW TELEFONICZNIE. Więcej informacji pod numerem tel",dostawcze
31975,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-35s17-ID6HM3uZ.html,otomoto,iveco Daily,72000,,iveco,Daily,,,0,0,,0,0,,,,,,,,2026-01-21 14:13:08,2026-01-21 14:13:08,2026-01-21 14:13:08,2026-01-21 14:13:08,1,Szczytno,Warmińsko-mazurskie,,,,,,dostawcze
